Historical Sales,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Customer,Id,Region,Diesel Quota,,Tanks,Product,,04/10/2016,05/10/2016,06/10/2016,07/10/2016,08/10/2016,09/10/2016,10/10/2016
,,,,,,90037226-4,BIODIESEL B7 (RETAIL),Sales,1506,1678,1040,1161,876,676,1302
,,,,,,,,Stock,9407,8222,6441,10829,9572,8822,
,,,,,,,,,,,,,,,
,PERANTAU KOTA ENTERPRISE,90037276,SOUTH1,61920,,90037276-2,PRIMAX 95,Sales,3672,3513,4007,3686,4931,4601,3611
,,,,,,,,Stock,,9271,8563,16099,19788,25370,
,,,,,,90037276-4,PRIMAX 95,Sales,3672,3513,4006,3685,4931,4601,3610
,,,,,,,,Stock,,19999,20277,19750,20138,14955,
,,,,,,90037276-1,BIODIESEL B7 (RETAIL),Sales,2848,2165,2734,1891,3342,1826,2979
,,,,,,,,Stock,,18799,16852,19202,12061,19647,
,,,,,,90037276-3,PRIMAX 95,Sales,3671,3513,4007,3685,4931,4601,3611
,,,,,,,,Stock,,22959,13121,23119,11893,23794,
,,,,,,,,,,,,,,,
,STESEN MINYAK MUTIARA,90037279,NORTH1,92820,,90037279-1,BIODIESEL B7 (RETAIL),Sales,3779,2883,3629,4475,2632,1835,3813
,,,,,,,,Stock,19431,21041,18227,20040,15778,13365,
,,,,,,90037279-2,PRIMAX 97,Sales,733,633,690,522,749,957,544
,,,,,,,,Stock,8109,7393,6779,6102,5557,4792,
,,,,,,90037279-4,PRIMAX 95,Sales,4994,4699,5296,5094,5435,5659,5376
,,,,,,,,Stock,13149,22110,22110,17258,15847,15847,
,,,,,,90037279-3,PRIMAX 95,Sales,4993,4700,5296,5095,5436,5659,5376
,,,,,,,,Stock,15316,25263,12547,23236,23236,7065,
,,,,,,90037279-5,PRIMAX 95,Sales,4993,4699,5296,5094,5436,5659,5376
,,,,,,,,Stock,13517,16982,15841,26333,12618,12618,
,,,,,,,,,,,,,,,
,PERMATA SENIBUNG ENTERPRISE,90037325,SOUTH2,76440,,90037325-2,PRIMAX 95,Sales,9081,10162,9606,11094,11312,10309,10652
,,,,,,,,Stock,12850,21729,18978,16979,20648,15822,
,,,,,,90037325-1,BIODIESEL B7 (RETAIL),Sales,3960,3933,4732,4589,3700,2337,5529
,,,,,,,,Stock,18411,14674,21236,16822,17690,19198,
,,,,,,90037325-3,PRIMAX 95,Sales,9080,10162,9605,11095,11313,10308,10651
,,,,,,,,Stock,17267,17195,15677,18412,16111,18198,
,,,,,,90037325-4,PRIMAX 97,Sales,5638,7748,6262,5273,6326,8897,7287
,,,,,,,,Stock,21968,17055,9566,12645,18889,23027,
,,,,,,,,,,,,,,,
,STESEN MINYAK MERIT EZY,90037358,CENTR2,292361,,90037358-2,PRIMAX 95,Sales,2042,2002,2087,1723,2375,2811,2091
,,,,,,,,Stock,6303,1869,12789,14026,14026,14026,
,,,,,,90037358-3,PRIMAX 95,Sales,2042,2001,2088,1723,2375,2812,2092
,,,,,,,,Stock,19090,19222,19090,17039,17039,8175,
,,,,,,90037358-1,BIODIESEL B7 (RETAIL),Sales,3048,2510,3781,2827,3253,1365,3760
,,,,,,,,Stock,22766,20054,23058,19652,16545,24208,
,,,,,,90037358-4,PRIMAX 95,Sales,2042,2002,2087,1724,2375,2811,2091
,,,,,,,,Stock,15419,12465,6640,18488,24331,24331,
,,,,,,,,,,,,,,,
,AL-HABSHEE ENTERPRISE,90037365,EAST2,87360,,90037365-2,PRIMAX 95,Sales,4032,4179,3620,4288,3466,3680,3856
,,,,,,,,Stock,18714,12777,7586,15028,16861,16166,
,,,,,,90037365-1,BIODIESEL B7 (RETAIL),Sales,5098,5168,5082,2965,2038,2921,3649
,,,,,,,,Stock,16274,11000,4898,15589,16685,19350,
,,,,,,90037365-3,PRIMAX 95,Sales,4032,4179,3620,4288,3467,3681,3855
,,,,,,,,Stock,11986,12638,11460,15513,15652,14958,
,,,,,,90037365-4,PRIMAX 95,Sales,4033,4180,3619,4288,3467,3681,3855
,,,,,,,,Stock,9908,17926,9160,13197,12415,17999,
,,,,,,,,,,,,,,,
,ONE CITY SUPERSTATION,90037368,CENTR1,70980,,90037368-2,PRIMAX 95,Sales,3832,3122,3236,3312,4202,4650,3633
,,,,,,,,Stock,17522,14123,21181,17455,23740,17282,
,,,,,,90037368-1,PRIMAX 95,Sales,3831,3122,3236,3312,4202,4651,3633
,,,,,,,,Stock,16198,15466,24825,22864,21494,19870,
,,,,,,90037368-3,PRIMAX 97,Sales,1682,1658,1402,1371,2508,3007,1568
,,,,,,,,Stock,9693,8148,17662,16304,15128,12421,
,,,,,,90037368-4,PRIMAX 95,Sales,3831,3122,3236,3312,4202,4651,3632
,,,,,,,,Stock,21877,15209,21488,17939,19134,14732,
,,,,,,90037368-5,BIODIESEL B7 (RETAIL),Sales,5757,6631,6258,4628,5156,3060,5281
,,,,,,,,Stock,19652,14190,18192,11984,18122,13284,
,,,,,,,,,,,,,,,
,PETROL KIOSK AHS,90037382,CENTR1,21840,,90037382-2,PRIMAX 95,Sales,4987,5090,5080,4704,4517,4870,5113
,,,,,,,,Stock,26163,26163,23525,13674,26387,25972,
,,,,,,90037382-1,PRIMAX 95,Sales,4987,5089,5080,4704,4516,4870,5113
,,,,,,,,Stock,18386,8323,22565,22565,22565,14045,
,,,,,,90037382-3,PRIMAX 97,Sales,499,946,765,1025,744,1032,1130
,,,,,,,,Stock,14437,13709,12881,12167,10967,10267,
,,,,,,90037382-4,BIODIESEL B7 (RETAIL),Sales,620,530,512,873,447,258,504
,,,,,,,,Stock,9282,8582,8111,7437,6663,6264,
,,,,,,,,,,,,,,,
,IZZY SERVICE STATION,90037385,SOUTH2,87360,,90037385-2,PRIMAX 95,Sales,3304,3263,3061,3143,3720,4057,3295
,,,,,,,,Stock,,21224,21224,21224,21224,24704,
,,,,,,90037385-1,PRIMAX 95,Sales,3305,3262,3061,3142,3720,4056,3295
,,,,,,,,Stock,,17553,16488,10366,15001,15001,
,,,,,,90037385-3,PRIMAX 97,Sales,1,1,1,1,365,421,367
,,,,,,,,Stock,,7954,7953,7952,7951,7586,
,,,,,,90037385-4,BIODIESEL B7 (RETAIL),Sales,6259,6166,5842,6344,4258,4243,5537
,,,,,,,,Stock,,16169,15463,9621,14207,20869,
,,,,,,,,,,,,,,,
,AMANIS ENTERPRISE,90037393,CENTR2,101376,,90037393-2,PRIMAX 95,Sales,6744,6464,6638,7255,7972,7376,6962
,,,,,,,,Stock,22145,15974,20211,20070,13580,18194,
,,,,,,90037393-4,PRIMAX 95,Sales,6743,6464,6638,7254,7973,7376,6963
,,,,,,,,Stock,20073,12388,16722,15380,19788,23458,
,,,,,,90037393-1,BIODIESEL B7 (RETAIL),Sales,3500,3367,3292,4048,4640,2566,3993
,,,,,,,,Stock,21054,18342,20072,22147,18196,19069,
,,,,,,90037393-3,PRIMAX 97,Sales,1651,1431,1258,1628,1847,1627,1514
,,,,,,,,Stock,14654,12982,11494,10318,8873,6919,
,,,,,,90037393-5,PRIMAX 95,Sales,6744,6465,6638,7255,7973,7376,6963
,,,,,,,,Stock,19068,12535,16868,18778,21192,20635,
,,,,,,,,,,,,,,,
,STESEN MINYAK LEMAL (2),90037400,EAST1,60060,,90037400-3,PRIMAX 95,Sales,3066,3211,3034,3077,3549,3403,4717
,,,,,,,,Stock,11031,11800,12557,12390,13785,12853,
,,,,,,90037400-2,PRIMAX 95,Sales,3066,3211,3035,3077,3549,3403,4717
,,,,,,,,Stock,11550,12277,12371,12660,13100,15522,
,,,,,,90037400-4,PRIMAX 95,Sales,3065,3211,3035,3077,3550,3402,4717
,,,,,,,,Stock,10800,11110,13577,13315,14554,12865,
,,,,,,90037400-5,PRIMAX 97,Sales,722,720,672,698,730,554,503
,,,,,,,,Stock,4650,9423,8746,7931,7200,6643,
,,,,,,90037400-1,BIODIESEL B7 (RETAIL),Sales,1679,1532,2150,1242,1437,1785,2065
,,,,,,,,Stock,9862,8041,6543,9877,8838,12767,
,,,,,,,,,,,,,,,
,INNER MAHLIGAI SERVICES,90037410,SOUTH2,43680,,90037410-1,PRIMAX 95,Sales,7600,8000,8050,7450,6000,8150,7700
,,,,,,,,Stock,19700,13300,12000,13050,12000,21400,
,,,,,,90037410-2,PRIMAX 95,Sales,7600,8000,8050,7450,6000,8150,7700
,,,,,,,,Stock,19200,9500,17000,26500,14000,24000,
,,,,,,90037410-3,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90037410-4,PRIMAX 97,Sales,2000,2400,2400,2100,2400,3400,3400
,,,,,,,,Stock,10600,18500,16000,13700,11300,19000,
,,,,,,90037410-5,BIODIESEL B7 (RETAIL),Sales,1700,2300,2500,2100,2700,2300,2000
,,,,,,,,Stock,17300,14800,18200,15700,13600,11000,
,,,,,,,,,,,,,,,
,STESYEN MINYAK CT ANSAR,90037416,SOUTH1,185640,,90037416-1,PRIMAX 95,Sales,4215,4228,4244,4655,4705,4751,4108
,,,,,,,,Stock,22283,15453,22271,15090,22954,25339,
,,,,,,90037416-2,PRIMAX 95,Sales,4216,4227,4244,4656,4704,4750,4108
,,,,,,,,Stock,17591,17664,16256,16256,16629,21891,
,,,,,,90037416-3,PRIMAX 95,Sales,4215,4228,4244,4656,4705,4751,4109
,,,,,,,,Stock,18611,13357,16227,11509,16405,15914,
,,,,,,90037416-4,BIODIESEL B7 (RETAIL),Sales,6735,4593,4208,5495,4140,3446,4326
,,,,,,,,Stock,19886,13341,19561,15475,20900,21925,
,,,,,,,,,,,,,,,
,SARZLAN VENTURE,90037424,CENTR2,71273,,90037424-5,PRIMAX 95,Sales,8129,8109,8031,9018,9495,8427,7849
,,,,,,,,Stock,14459,15835,26096,23683,21388,15256,
,,,,,,90037424-1,BIODIESEL B7 (RETAIL),Sales,4050,4102,2720,3220,526,1511,3267
,,,,,,,,Stock,20057,16123,17412,14822,22032,21712,
,,,,,,90037424-3,PRIMAX 95,Sales,8129,8109,8032,9018,9494,8428,7849
,,,,,,,,Stock,22159,27000,14749,22159,22159,7293,
,,,,,,90037424-2,PRIMAX 95,Sales,8129,8108,8032,9018,9494,8428,7849
,,,,,,,,Stock,13588,15265,25276,23027,20192,14096,
,,,,,,90037424-4,PRIMAX 97,Sales,1994,2134,2462,2538,2518,2722,1673
,,,,,,,,Stock,11274,9355,17695,15256,12935,10487,
,,,,,,,,,,,,,,,
,PH SERVICE STATION,90037458,CENTR1,103740,,90037458-2,PRIMAX 97,Sales,452,537,595,244,226,553,504
,,,,,,,,Stock,4707,15175,14638,14043,13799,13573,
,,,,,,90037458-3,PRIMAX 95,Sales,5081,4830,4530,5488,4543,4675,4561
,,,,,,,,Stock,22759,15598,12598,19982,18918,12819,
,,,,,,90037458-4,PRIMAX 95,Sales,5080,4831,4530,5489,4542,4676,4560
,,,,,,,,Stock,22840,19840,13179,13115,19582,16596,
,,,,,,90037458-1,BIODIESEL B7 (RETAIL),Sales,2795,3376,3162,2552,2114,522,2651
,,,,,,,,Stock,15423,12628,9252,11550,14458,12344,
,,,,,,,,,,,,,,,
,CRI MAJU ENTERPRISE,90037470,EAST1,65520,,90037470-2,PRIMAX 95,Sales,5761,5471,5559,3476,4700,5441,5320
,,,,,,,,Stock,16844,10088,22743,14439,7287,24224,
,,,,,,90037470-1,BIODIESEL B7 (RETAIL),Sales,2994,1820,2012,819,1005,1726,2072
,,,,,,,,Stock,17408,14358,18271,16042,15187,14074,
,,,,,,90037470-3,PRIMAX 97,Sales,477,442,605,216,336,490,280
,,,,,,,,Stock,9014,8479,8041,7418,7283,6864,
,,,,,,90037470-4,PRIMAX 95,Sales,5761,5472,5558,3476,4700,5441,5319
,,,,,,,,Stock,7378,24590,17220,25536,25621,21097,
,,,,,,,,,,,,,,,
,AHSANA ENTERPRISE,90037477,NORTH1,60060,,90037477-1,PRIMAX 95,Sales,3093,3249,3240,2940,,3166,3153
,,,,,,,,Stock,11644,23370,17279,14511,22642,,
,,,,,,90037477-4,BIODIESEL B7 (RETAIL),Sales,2067,2164,2188,1880,,1887,1180
,,,,,,,,Stock,13727,17111,14981,12822,15496,,
,,,,,,90037477-3,PRIMAX 95,Sales,3093,3248,3239,2941,,3167,3152
,,,,,,,,Stock,16024,22884,19814,12905,19258,,
,,,,,,90037477-2,PRIMAX 95,Sales,3093,3248,3239,2941,,3167,3153
,,,,,,,,Stock,13310,17361,17291,17291,21133,,
,,,,,,,,,,,,,,,
,ALAM DAMAI ENTERPRISE,90037485,NORTH1,273000,,90037485-1,BIODIESEL B7 (RETAIL),Sales,9880,9588,9225,7942,8163,3156,9173
,,,,,,,,Stock,15782,11393,12781,14710,17612,20143,
,,,,,,90037485-2,PRIMAX 97,Sales,1005,1167,857,1070,1238,709,593
,,,,,,,,Stock,9334,8292,7124,6215,11006,9556,
,,,,,,90037485-3,PRIMAX 95,Sales,7700,7287,7460,8750,7702,7376,7689
,,,,,,,,Stock,17822,14508,18461,21935,12071,15070,
,,,,,,90037485-4,PRIMAX 95,Sales,7700,7288,7460,8751,7701,7375,7689
,,,,,,,,Stock,17822,22142,14298,17995,20312,24112,
,,,,,,,,,,,,,,,
,GASING MEWAH ENTERPRISE,90037488,CENTR3,606642,,90037488-7,BIODIESEL B7 (RETAIL),Sales,11387,,15728,17244,9344,6834,10785
,,,,,,,,Stock,26986,15785,,10159,12888,21866,
,,,,,,90037488-6,BIODIESEL B7 (RETAIL),Sales,11386,,15727,17244,9344,6833,10785
,,,,,,,,Stock,26008,25356,,10169,10888,20797,
,,,,,,90037488-1,PRIMAX 97,Sales,3127,,1899,3877,5577,3868,2123
,,,,,,,,Stock,15234,17567,,17160,13899,8114,
,,,,,,90037488-2,PRIMAX 95,Sales,7416,,5889,7722,9870,8170,5670
,,,,,,,,Stock,21608,21700,,16551,15777,26467,
,,,,,,90037488-3,PRIMAX 95,Sales,7416,,5889,7722,9870,8169,5670
,,,,,,,,Stock,19780,21708,,21860,17689,23546,
,,,,,,90037488-4,PRIMAX 95,Sales,7416,,5889,7722,9868,8169,5670
,,,,,,,,Stock,21900,26438,,21296,15789,16767,
,,,,,,90037488-5,PRIMAX 95,Sales,7416,,5889,7722,9870,8169,5670
,,,,,,,,Stock,21082,23080,,15021,18789,9578,
,,,,,,,,,,,,,,,
,EBI KIN GEMILANG,90037526,SOUTH2,38220,,90037526-1,BIODIESEL B7 (RETAIL),Sales,2381,2771,2300,2261,1900,1000,2157
,,,,,,,,Stock,18300,15900,13100,10800,13900,12000,
,,,,,,90037526-4,PRIMAX 95,Sales,3859,3409,3250,3711,3150,2000,3756
,,,,,,,,Stock,16600,8000,17500,17500,17500,9000,
,,,,,,90037526-2,PRIMAX 97,Sales,302,465,410,436,560,300,502
,,,,,,,,Stock,9200,8800,8300,7800,7360,6800,
,,,,,,90037526-3,PRIMAX 95,Sales,3860,3410,3250,3712,3150,2000,3756
,,,,,,,,Stock,18400,18400,18400,11900,15380,15380,
,,,,,,,,,,,,,,,
,FIEZMA ENTERPRISE,90037537,SOUTH2,114660,,90037537-1,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90037537-3,PRIMAX 97,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90037537-2,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90037537-4,BIODIESEL B7 (RETAIL),Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,,,,,,,,,,
,WARITH IMAN ENTERPRISE,90037599,CENTR2,103430,,90037599-2,PRIMAX 95,Sales,5107,5047,5149,5107,5203,5071,5225
,,,,,,,,Stock,17520,18261,13634,16706,13641,20447,
,,,,,,90037599-3,PRIMAX 97,Sales,1682,1740,1706,1731,1850,1872,1868
,,,,,,,,Stock,12344,10622,8482,6576,15359,13109,
,,,,,,90037599-4,PRIMAX 95,Sales,5107,5047,5148,5107,5203,5071,5226
,,,,,,,,Stock,19413,13369,17679,19414,14204,15912,
,,,,,,90037599-5,PRIMAX 95,Sales,5107,5047,5149,5106,5202,5070,5225
,,,,,,,,Stock,17651,20389,18961,18560,18071,18479,
,,,,,,90037599-1,BIODIESEL B7 (RETAIL),Sales,3125,4348,3911,3671,4142,3112,3168
,,,,,,,,Stock,20100,22435,17087,13176,14765,20543,
,,,,,,,,,,,,,,,
,REALISASI WARISAN GEMILANG,90037605,SOUTH2,21840,,90037605-1,PRIMAX 95,Sales,2667,2000,2000,2000,2333,2667,2333
,,,,,,,,Stock,26000,26000,26000,20000,13000,23000,
,,,,,,90037605-2,PRIMAX 95,Sales,2666,2000,2000,2000,2334,2666,2334
,,,,,,,,Stock,14000,10000,4000,17000,17000,10000,
,,,,,,90037605-3,PRIMAX 95,Sales,2667,2000,2000,2000,2333,2667,2333
,,,,,,,,Stock,8000,4000,4000,14000,14000,20000,
,,,,,,90037605-4,BIODIESEL B7 (RETAIL),Sales,1000,1000,1000,1000,1000,1000,1000
,,,,,,,,Stock,9500,8500,7500,6000,4000,9000,
,,,,,,,,,,,,,,,
,JAR STATION,90037610,SOUTH2,60060,,90037610-1,BIODIESEL B7 (RETAIL),Sales,4113,3129,3323,2467,,1213,3545
,,,,,,,,Stock,16123,17400,14179,16421,14029,,
,,,,,,90037610-3,PRIMAX 95,Sales,6359,5842,6864,5997,,6915,6445
,,,,,,,,Stock,24679,19213,7608,24047,24047,,
,,,,,,90037610-2,PRIMAX 95,Sales,6359,5843,6864,5997,,6915,6446
,,,,,,,,Stock,11644,26181,26181,18049,6115,,
,,,,,,90037610-4,PRIMAX 97,Sales,730,1065,1012,1571,,1214,1071
,,,,,,,,Stock,9449,8875,7747,6248,15977,,
,,,,,,,,,,,,,,,
,ILTIZAM MESRA ENTERPRISE,90037626,NORTH1,81900,,90037626-3,PRIMAX 95,Sales,5351,5622,5513,6028,6456,6645,6173
,,,,,,,,Stock,15809,21677,16109,21271,21068,20053,
,,,,,,90037626-2,PRIMAX 97,Sales,482,335,355,344,558,497,515
,,,,,,,,Stock,13396,12704,12391,11926,11552,11104,
,,,,,,90037626-1,BIODIESEL B7 (RETAIL),Sales,3738,2275,2882,2204,2548,2799,3603
,,,,,,,,Stock,19711,16108,13700,16253,14155,16969,
,,,,,,90037626-4,PRIMAX 95,Sales,5351,5623,5513,6028,6457,6645,6174
,,,,,,,,Stock,14751,19985,14377,14302,19011,17709,
,,,,,,,,,,,,,,,
,STESEN SERVIS DE HAS,90037630,CENTR1,38220,,90037630-4,PRIMAX 95,Sales,8106,8039,8538,7904,7706,8073,8040
,,,,,,,,Stock,12661,17076,18116,19117,15888,17881,
,,,,,,90037630-5,PRIMAX 95,Sales,8107,8040,8537,7904,7706,8073,8039
,,,,,,,,Stock,14617,16817,18663,15418,16512,18711,
,,,,,,90037630-2,PRIMAX 97,Sales,2391,2355,2871,2981,2410,3011,2018
,,,,,,,,Stock,12881,10289,7753,16512,12778,9981,
,,,,,,90037630-1,BIODIESEL B7 (RETAIL),Sales,2601,2811,1780,2411,1521,1012,2381
,,,,,,,,Stock,10301,12998,9350,7899,10918,8916,
,,,,,,90037630-3,PRIMAX 95,Sales,8106,8039,8537,7904,7706,8073,8040
,,,,,,,,Stock,12817,16328,19817,19810,18712,16512,
,,,,,,,,,,,,,,,
,AKUDIA ENTERPRISE,90037642,SOUTH1,49140,,90037642-3,PRIMAX 95,Sales,5067,4390,4652,4864,5853,6074,4614
,,,,,,,,Stock,17018,12984,19358,20540,16424,12090,
,,,,,,90037642-1,BIODIESEL B7 (RETAIL),Sales,1342,2242,1188,1673,1406,530,1341
,,,,,,,,Stock,10905,9737,7607,6247,15378,14180,
,,,,,,90037642-2,PRIMAX 95,Sales,5068,4390,4651,4864,5853,6074,4614
,,,,,,,,Stock,17168,11499,17758,23608,23074,15979,
,,,,,,90037642-4,PRIMAX 97,Sales,828,797,575,555,1038,686,618
,,,,,,,,Stock,10030,9162,8450,7888,7195,6117,
,,,,,,,,,,,,,,,
,CTWO PETROL STATION,90037650,EAST1,136500,,90037650-3,PRIMAX 95,Sales,9123,8554,10064,10618,9921,10216,9352
,,,,,,,,Stock,13533,22816,20242,19575,17320,20822,
,,,,,,90037650-4,PRIMAX 95,Sales,9122,8554,10064,10619,9920,10216,9352
,,,,,,,,Stock,17714,11385,19988,16506,18733,17828,
,,,,,,90037650-1,BIODIESEL B7 (RETAIL),Sales,5936,6983,6353,3780,5764,4990,6043
,,,,,,,,Stock,15911,14573,13298,17616,20003,19844,
,,,,,,90037650-2,PRIMAX 97,Sales,895,992,750,676,704,758,763
,,,,,,,,Stock,18918,17930,17138,16259,15663,15041,
,,,,,,,,,,,,,,,
,AL-KAUTHAR ENTERPRISE,90037670,CENTR1,87360,,90037670-4,PRIMAX 95,Sales,5213,5337,5061,5130,5957,5315,5217
,,,,,,,,Stock,14810,20603,13069,9018,14256,4865,
,,,,,,90037670-2,PRIMAX 95,Sales,5213,5337,5061,5130,5956,5315,5216
,,,,,,,,Stock,16644,19470,15974,25211,23850,20272,
,,,,,,90037670-1,BIODIESEL B7 (RETAIL),Sales,4202,5424,4552,3993,3548,1690,4097
,,,,,,,,Stock,17269,18515,13161,19355,15601,12013,
,,,,,,90037670-3,PRIMAX 95,Sales,5212,5338,5061,5130,5956,5315,5216
,,,,,,,,Stock,15613,23954,16733,18733,23050,17716,
,,,,,,,,,,,,,,,
,KHAZARS TRADING,90037680,SOUTH1,38220,,90037680-1,PRIMAX 95,Sales,3623,3144,3090,3150,3906,4073,
,,,,,,,,Stock,5000,21500,21500,16500,6500,3500,
,,,,,,90037680-2,PRIMAX 95,Sales,3624,3144,3091,3150,3906,4073,
,,,,,,,,Stock,14000,19000,10000,5500,27000,19500,
,,,,,,90037680-4,BIODIESEL B7 (RETAIL),Sales,1853,2132,2054,2155,2138,1430,
,,,,,,,,Stock,14500,12500,9000,6500,10000,7500,
,,,,,,90037680-3,PRIMAX 95,Sales,3623,3144,3090,3149,3906,4073,
,,,,,,,,Stock,17500,17500,17500,17500,17500,17500,
,,,,,,,,,,,,,,,
,SYAF ONE ENTERPRISE,90037689,NORTH2,81900,,90037689-2,PRIMAX 95,Sales,6131,5825,5505,7913,7684,7382,6047
,,,,,,,,Stock,13312,18047,20221,22795,20369,17084,
,,,,,,90037689-1,BIODIESEL B7 (RETAIL),Sales,5465,5278,7993,6976,4525,3968,5396
,,,,,,,,Stock,13822,19440,20077,17069,9758,16326,
,,,,,,90037689-3,PRIMAX 95,Sales,6131,5826,5506,7913,7684,7383,6047
,,,,,,,,Stock,13112,17847,20021,22595,19569,18084,
,,,,,,90037689-4,PRIMAX 97,Sales,488,704,805,1126,499,695,721
,,,,,,,,Stock,12042,11593,10810,9960,8851,8314,
,,,,,,,,,,,,,,,
,EZ PETROCARE,90037692,SOUTH2,76440,,90037692-4,BIODIESEL B7 (RETAIL),Sales,4282,4408,4594,3291,4460,2784,3656
,,,,,,,,Stock,13984,20423,16138,16971,13730,14763,
,,,,,,90037692-1,PRIMAX 95,Sales,9869,9980,10250,9819,10884,11728,10261
,,,,,,,,Stock,9062,15559,19774,25467,25343,23343,
,,,,,,90037692-2,PRIMAX 95,Sales,9870,9980,10250,9819,10884,11727,10260
,,,,,,,,Stock,11273,17490,15004,15766,17960,14584,
,,,,,,90037692-3,PRIMAX 97,Sales,3790,4523,4362,3945,5254,6409,4435
,,,,,,,,Stock,12954,19887,15439,22076,17961,12775,
,,,,,,,,,,,,,,,
,JELAPANG SERVICE STATION,90037707,NORTH2,240240,,90037707-3,PRIMAX 95,Sales,5938,5255,5863,5498,6365,5929,5363
,,,,,,,,Stock,16677,16964,19141,19170,19609,18650,
,,,,,,90037707-2,PRIMAX 97,Sales,501,612,309,742,547,732,421
,,,,,,,,Stock,12247,11791,11268,10817,10058,9468,
,,,,,,90037707-1,PRIMAX 95,Sales,5939,5255,5864,5499,6366,5929,5363
,,,,,,,,Stock,16677,15453,18967,23322,17298,16345,
,,,,,,90037707-4,BIODIESEL B7 (RETAIL),Sales,15424,13623,12738,12195,11682,2589,14382
,,,,,,,,Stock,23544,8040,10984,14445,12971,12208,
,,,,,,,,,,,,,,,
,ABINA RESOURCES,90037719,CENTR2,42155,,90037719-1,PRIMAX 95,Sales,8980,8136,8468,8837,8438,6774,8588
,,,,,,,,Stock,16672,8028,10426,13530,8852,13725,
,,,,,,90037719-3,PRIMAX 95,Sales,8979,8137,8468,8837,8439,6774,8589
,,,,,,,,Stock,11523,13500,16724,13124,15627,16496,
,,,,,,90037719-2,PRIMAX 97,Sales,998,1333,773,1288,681,769,908
,,,,,,,,Stock,7959,6916,5576,4742,14569,13725,
,,,,,,90037719-4,BIODIESEL B7 (RETAIL),Sales,1480,2671,2126,1898,1618,1208,2093
,,,,,,,,Stock,16477,14961,12266,10143,8099,6394,
,,,,,,,,,,,,,,,
,LIATI MUSTAFA ENTERPRISE,90037730,NORTH1,54600,,90037730-1,PRIMAX 95,Sales,2644,2578,2710,2635,2241,2602,2822
,,,,,,,,Stock,,12219,17673,12280,12280,18705,
,,,,,,90037730-2,PRIMAX 95,Sales,2643,2577,2711,2635,2241,2603,2822
,,,,,,,,Stock,,12540,12806,12806,7510,23893,
,,,,,,90037730-4,BIODIESEL B7 (RETAIL),Sales,2451,2415,2512,2074,2586,661,2811
,,,,,,,,Stock,,13876,16938,14443,12338,15199,
,,,,,,,,,,,,,,,
,ZM PETROMAT,90037735,SOUTH1,141960,,90037735-1,PRIMAX 95,Sales,5380,5023,6442,,6482,6496,5009
,,,,,,,,Stock,16993,22553,22446,21664,,12668,
,,,,,,90037735-3,PRIMAX 97,Sales,553,352,692,,763,873,806
,,,,,,,,Stock,9386,9364,9044,8944,,7974,
,,,,,,90037735-2,PRIMAX 95,Sales,5380,5024,6443,,6481,6496,5010
,,,,,,,,Stock,26447,21002,25996,13761,,24661,
,,,,,,90037735-4,BIODIESEL B7 (RETAIL),Sales,3689,3112,3237,,3163,3922,3308
,,,,,,,,Stock,22990,19008,20202,16792,,18803,
,,,,,,,,,,,,,,,
,PUSAT PERKHIDMATAN RIANG,90037750,SOUTH2,49140,,90037750-1,BIODIESEL B7 (RETAIL),Sales,3458,3139,3206,3185,2939,2483,2607
,,,,,,,,Stock,16061,12603,20384,16178,12993,20974,
,,,,,,90037750-2,PRIMAX 95,Sales,3070,2759,2984,3454,3094,3395,3490
,,,,,,,,Stock,14464,14464,8946,19361,19361,13173,
,,,,,,90037750-3,PRIMAX 95,Sales,3070,2759,2983,3453,3094,3395,3491
,,,,,,,,Stock,17988,11848,11848,22768,15759,15759,
,,,,,,90037750-4,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,,,,,,,,,,
,H & J EIDAMAN,90037785,SOUTH2,27300,,90037785-2,PRIMAX 97,Sales,400,600,500,500,800,700,900
,,,,,,,,Stock,17900,17500,16900,16400,15900,15100,
,,,,,,90037785-1,BIODIESEL B7 (RETAIL),Sales,1700,1200,1400,1200,700,800,1100
,,,,,,,,Stock,19700,18000,16800,15400,14200,13500,
,,,,,,90037785-3,PRIMAX 95,Sales,4600,4500,4550,4350,4350,4750,4800
,,,,,,,,Stock,19400,12200,13900,4800,2700,19300,
,,,,,,90037785-4,PRIMAX 95,Sales,4600,4500,4550,4350,4350,4750,4800
,,,,,,,,Stock,6100,4100,20500,20500,13900,15900,
,,,,,,,,,,,,,,,
,TIGA PULUH SEMBILAN ENTERPRISE,90037792,EAST1,131040,,90037792-4,PRIMAX 95,Sales,2980,2804,2932,2606,3020,3260,2776
,,,,,,,,Stock,11757,24093,22258,24888,21813,19093,
,,,,,,90037792-1,BIODIESEL B7 (RETAIL),Sales,5948,6751,5747,2484,5667,6516,6290
,,,,,,,,Stock,16912,15662,21600,21240,17680,23705,
